Sub_Category,Lemma,Count
medical,נגרם,106
medical,נמנע,106
medical,הגיע,105
medical,מפרק,105
medical,עצב,105
medical,כמות,104
medical,נושא,104
medical,המשך,103
medical,קשור,103
medical,ראש,103
medical,תא,103
medical,תחושה,103
medical,אל,102
medical,אמור,102
medical,נגיף,102
medical,גדול,101
medical,הפסיק,101
medical,טאובר,101
medical,נקרא,101
medical,אולם,100
medical,נזק,100
medical,עשוי,100
medical,לוקח,99
medical,מעקב,99
medical,ריאה,99
medical,שלב,99
medical,–,99
medical,לידה,98
medical,ברור,97
medical,חזר,97
medical,מכבי,97
medical,מכון,97
medical,נגד,97
medical,ציין,97
medical,אולי,95
medical,מסוים,95
medical,מעי,95
medical,שניים,95
medical,אינסולין,94
medical,בהחלט,94
medical,הוסמך,94
medical,הופיע,94
medical,"מ""ג",93
medical,מקור,93
medical,משמעות,93
medical,נבדק,93
medical,קרא,93
medical,בעל,92
medical,ירון,92
medical,לה,92
medical,מתאר,91
medical,שיפור,91
medical,נוגד,90
medical,נכנס,90
medical,הפסקה,89
medical,מעט,89
medical,שום,89
medical,שינה,89
medical,שן,89
medical,פנים,88
medical,קרוב,88
medical,תרגול,88
medical,סימן,87
medical,שמאל,87
medical,תרופתי,87
medical,ביקש,86
medical,התקף,86
medical,הליכה,85
medical,נפיחות,85
medical,עבודה,85
medical,רוב,85
medical,אומר,84
medical,איך,84
medical,הוביל,84
medical,חזק,84
medical,כמובן,84
medical,לאתגרים,84
medical,מינון,84
medical,תינוק,84
medical,כרוני,83
medical,ל,83
medical,רקמה,83
medical,ביופסיה,82
medical,קבוע,82
medical,מעבר,81
medical,נפוץ,81
medical,בו,80
medical,בחינה,80
medical,מרגיש,80
medical,שבר,80
medical,די,79
medical,מזון,79
medical,פחות,79
medical,קיבה,79
medical,כף,78
medical,מבנה,78
medical,מלא,78
medical,פרט,78
medical,המלצה,77
medical,השפעה,77
medical,נובע,77
medical,שיטה,77
medical,מן,76
medical,קיימת,76
medical,ראה,76
medical,שדרה,76
medical,מאמץ,75
medical,מים,75
medical,ריטלין,75
medical,איציק,74
medical,אפשרי,74
medical,התאים,74
medical,כלי,74
medical,לוי,74
medical,פשוט,74
medical,בעקבות,73
medical,טופל,73
medical,כיצד,73
medical,כלשהו,73
medical,כתף,73
medical,עזר,73
medical,ציסטה,73
medical,גרמה,72
medical,ודאי,72
medical,מיכאל,72
medical,רצון,72
medical,שורש,72
medical,שלמה,72
medical,אבא,71
medical,ביצוע,71
medical,הורדה,71
medical,הלוואי,71
medical,יחד,71
medical,ימין,71
medical,מורן,71
medical,שוי,71
medical,גודל,70
medical,יובל,70
medical,לקחה,70
medical,עצמון,70
medical,קיום,70
medical,תווך,70
medical,מלאה,69
medical,הפלה,68
medical,טבעי,68
medical,יעיל,68
medical,לימפה,68
medical,משל,68
medical,נדבק,68
medical,קודם,68
medical,שכיח,68
medical,הצלחה,67
medical,חדש,67
medical,חוליה,67
medical,חייב,67
medical,מצא,67
medical,גלוקוז,66
medical,גרון,66
medical,הדרכה,66
medical,השפיע,66
medical,טווח,66
medical,כולסטרול,66
medical,כפי,66
medical,מיפוי,66
medical,מתן,66
medical,תגובה,66
medical,אבחון,65
medical,במידה,65
medical,הופעה,65
medical,מגוון,65
medical,ממש,65
medical,נטלו,65
medical,פעולה,65
medical,שילוב,65
medical,אובחן,64
medical,אפילו,64
medical,בלבד,64
medical,ברזל,64
medical,דיאטה,64
medical,הצליח,64
medical,כנראה,64
medical,משהו,64
medical,נשאר,64
medical,ספציפי,64
medical,תסמונת,64
medical,+,63
medical,קרדיולוג,63
medical,אנטיביוטי,62
medical,בלט,62
medical,בני,62
medical,התגלה,62
medical,חזרה,62
medical,חלבון,62
medical,לפעמים,62
medical,נשימה,62
medical,עמוד,62
medical,פריצה,62
medical,קצב,62
medical,תזונה,62
medical,גובה,61
medical,דופק,61
medical,הכיל,61
medical,העלה,61
medical,כואב,61
medical,לילה,61
medical,מחקר,61
medical,מיני,61
medical,סיכום,61
medical,"ע""י",61
medical,ויטמין,60
medical,למרות,60
medical,לקיחה,60
medical,נוגדן,60
medical,נורמלי,60
medical,סביר,60
medical,סבל,60
medical,עליון,60
medical,פטרייה,60
medical,רגע,60
medical,איבר,59
medical,הורמונלי,59
medical,וריד,59
medical,נוצר,59
medical,פתרון,59
medical,שיער,59
medical,אכילה,58
medical,אמצע,58
medical,חיצוני,58
medical,חסר,58
medical,חשש,58
medical,נאמר,58
medical,נמשך,58
medical,סוכר,58
medical,עולה,58
medical,ביוץ,57
medical,גלולה,57
medical,מגע,57
medical,מסוכן,57
medical,תת,57
medical,"ד""ר",56
medical,נדיר,56
medical,סכנה,56
medical,עוזר,56
medical,שתייה,56
medical,אירוע,55
medical,בדק,55
medical,דומה,55
medical,דיכאון,55
medical,דרגה,55
medical,יצא,55
medical,עכשיו,55
medical,רגישות,55
medical,רצוי,55
medical,תוכלי,55
medical,אצבע,54
medical,וסת,54
medical,חרדה,54
medical,ידע,54
medical,ככל,54
medical,כניסה,54
medical,מתי,54
medical,עקירה,54
medical,קולונוסקופיה,54
medical,קושי,54
medical,בוצע,53
medical,גרם,53
medical,חומצה,53
medical,חיזוק,53
medical,יכולים,53
medical,כמעט,53
medical,לווה,53
medical,לרוב,53
medical,מדובר,53
medical,שמאלי,53
medical,תחילה,53
medical,הצביע,52
medical,טבעת,52
medical,יחסי,52
medical,כעת,52
medical,מאחר,52
medical,עושה,52
medical,קצת,52
medical,קרע,52
medical,חלב,51
medical,כיוון,51
medical,לחלוטין,51
medical,מתחת,51
medical,עזרה,51
medical,עיכול,51
medical,רקע,51
medical,=,50
medical,הדבקה,50
medical,התפתחות,50
medical,חש,50
medical,ימני,50
medical,מוגבר,50
medical,ממושך,50
medical,נתון,50
medical,שיקום,50
medical,##לוג,49
medical,אקמול,49
medical,היסטוריה,49
medical,הפרשה,49
medical,זריקה,49
medical,חד,49
medical,כאן,49
medical,מונע,49
medical,מרובה,49
medical,ניסיון,49
medical,קליני,49
medical,רופאה,49
medical,תלוי,49
medical,אשמח,48
medical,גילה,48
medical,התחלה,48
medical,חדר,48
medical,חומרה,48
medical,כושר,48
medical,מנוחה,48
medical,עובדה,48
medical,עייפות,48
medical,קישור,48
medical,תמיד,48
medical,אבחן,47
medical,בירר,47
medical,בתוך,47
medical,ייעוץ,47
medical,קבלה,47
medical,אורתופד,46
medical,דאגה,46
medical,הרחבה,46
medical,ירד,46
medical,מותר,46
medical,משמעותי,46
medical,סדיר,46
medical,סיבוך,46
medical,שאר,46
medical,שיעול,46
medical,אגן,45
medical,בדיוק,45
medical,דוגמה,45
medical,הרדמה,45
medical,השתנה,45
medical,חוץ,45
medical,מגיע,45
medical,מדויק,45
medical,פריחה,45
medical,רגיל,45
medical,רנטגן,45
medical,איכות,44
medical,באמצעות,44
medical,בר,44
medical,בריא,44
medical,החל,44
medical,המיר,44
medical,וירוס,44
medical,חולשה,44
medical,לפחות,44
medical,צואה,44
medical,קורה,44
medical,קרסול,44
medical,שומן,44
medical,גבר,43
medical,החליט,43
medical,החלמה,43
medical,מי,43
medical,מניעה,43
medical,סביב,43
medical,סביבה,43
medical,עודף,43
medical,עישון,43
medical,קצר,43
medical,שפיר,43
medical,תרגיל,43
medical,בטוח,42
medical,הניח,42
medical,התייעצות,42
medical,חברה,42
medical,יציאה,42
medical,לבן,42
medical,מוגדל,42
medical,מטרה,42
medical,מקומי,42
medical,מרפאה,42
medical,משחה,42
medical,נרתיק,42
medical,קבוצה,42
medical,שיפר,42
medical,אחוז,41
medical,בסדר,41
medical,הבין,41
medical,החלטה,41
medical,ילדה,41
medical,ישיר,41
medical,מטופל,41
medical,מפני,41
medical,מצריך,41
medical,מרשם,41
medical,נוגע,41
medical,"ס""מ",41
medical,עומס,41
medical,עניין,41
medical,שלם,41
medical,אלרגיה,40
medical,ארך,40
medical,בינתיים,40
medical,דיבר,40
medical,הדמייה,40
medical,החליף,40
medical,הפנה,40
medical,מהווה,40
medical,מוקד,40
medical,מעוניין,40
medical,נעלם,40
medical,פוריות,40
medical,שי,40
medical,שלפוחית,40
medical,אימון,39
medical,דקה,39
medical,הייתי,39
medical,הסבר,39
medical,העיד,39
medical,זוג,39
medical,מספיק,39
medical,נוירולוג,39
medical,נורמה,39
medical,ספיקה,39
medical,פוגע,39
medical,שלח,39
medical,שלילי,39
medical,אינני,38
medical,אנטי,38
medical,בדקו,38
medical,בערך,38
medical,בקע,38
medical,הסביר,38
medical,הרגיש,38
medical,השתלה,38
medical,חווה,38
medical,חשיפה,38
medical,מדי,38
medical,מהיר,38
medical,מורכב,38
medical,ממאיר,38
medical,עז,38
medical,פעיל,38
medical,תחום,38
medical,אלכוהול,37
medical,בוקר,37
medical,גירוי,37
medical,חלל,37
medical,יוצא,37
medical,נשלח,37
medical,ראשית,37
medical,רואה,37
medical,תוסף,37
medical,בשתן,36
medical,הבדל,36
medical,הוריד,36
medical,החלפה,36
medical,הערכה,36
medical,למעשה,36
medical,מאוזן,36
medical,עמוק,36
medical,צלקת,36
medical,צנתור,36
medical,רחב,36
medical,ריכוז,36
medical,שלשול,36
medical,שני,36
medical,בינה,35
medical,גיד,35
medical,הנקה,35
medical,לבד,35
medical,לסת,35
medical,מוקדם,35
medical,מיד,35
medical,מיוחד,35
medical,מנח,35
medical,מעלה,35
medical,נדרש,35
medical,נותן,35
medical,נעזר,35
medical,עצה,35
medical,צעיר,35
medical,קרישה,35
medical,שתל,35
medical,##ולוג,34
medical,הביא,34
medical,הגיד,34
medical,הוצאה,34
medical,הלכו,34
medical,הרגשה,34
medical,חושש,34
medical,לקח,34
medical,מדוע,34
medical,מנע,34
medical,עומד,34
medical,פסיכיאטר,34
medical,רגילה,34
medical,ריפוי,34
medical,ריצה,34
medical,שוק,34
medical,שיעור,34
medical,שכבה,34
medical,אוויר,33
medical,אוזן,33
medical,וידא,33
medical,חריף,33
medical,טיסה,33
medical,יכולה,33
medical,מרכז,33
medical,ניתח,33
medical,נפוח,33
medical,עורק,33
medical,פרק,33
medical,קבע,33
medical,קופה,33
medical,שללו,33
medical,תזונתי,33
medical,אומנם,32
medical,אסור,32
medical,גוש,32
medical,דלקתי,32
medical,הגדלה,32
medical,הפחית,32
medical,הפניה,32
medical,הקל,32
medical,הקפיד,32
medical,זרימה,32
medical,חושב,32
medical,חיכה,32
medical,ישיבה,32
medical,מבוגר,32
medical,מוצר,32
medical,מידה,32
medical,ניווניים,32
medical,עדיף,32
medical,פנימי,32
medical,קונדום,32
medical,שחלות,32
medical,תוכנית,32
medical,אורך,31
medical,איחור,31
medical,ארבעה,31
medical,בריאה,31
medical,דווקא,31
medical,הידבקות,31
medical,חל,31
medical,טפיל,31
medical,יורד,31
medical,יחידה,31
medical,כפה,31
medical,נשמע,31
medical,סטרואידים,31
medical,סתימה,31
medical,צער,31
medical,קרישי,31
medical,רגיש,31
medical,אדום,30
medical,דורש,30
medical,חיפש,30
medical,כריתה,30
medical,מנגנון,30
medical,מעבדה,30
medical,מקביל,30
medical,נפש,30
medical,נקודה,30
medical,עולם,30
medical,עלה,30
medical,עצבי,30
medical,ראייה,30
medical,רוח,30
medical,תיאור,30
medical,תנוחה,30
medical,אוכלוסייה,29
medical,אופייני,29
medical,אילו,29
medical,ארץ,29
medical,אשפוז,29
medical,בשביל,29
medical,הזכיר,29
medical,היות,29
medical,היפוגליקמיה,29
medical,הרפס,29
medical,התאמה,29
medical,מאפשר,29
medical,מתבטא,29
medical,עתיד,29
medical,פנה,29
medical,קורונה,29
medical,קרה,29
medical,קרינה,29
medical,שימש,29
medical,תדירות,29
medical,תנאי,29
medical,אב,28
medical,אבי,28
medical,גבול,28
medical,הורה,28
medical,היווצרות,28
medical,הפטיטיס,28
medical,התפרצות,28
medical,וולי,28
medical,מאכל,28
medical,מוצא,28
medical,מיון,28
medical,מנסה,28
medical,מתח,28
medical,סוף,28
medical,עדו,28
medical,ענה,28
medical,צבע,28
medical,ראשוני,28
medical,שפה,28
medical,שק,28
medical,אקנה,27
medical,בטא,27
medical,ביניים,27
medical,גופני,27
medical,גנטי,27
medical,הכיר,27
medical,הכשיר,27
medical,המרה,27
medical,חולף,27
medical,חמישה,27
medical,חשיבות,27
medical,חתול,27
medical,כתם,27
medical,לאור,27
medical,נלקח,27
medical,נקבע,27
medical,ספירה,27
medical,עמידה,27
medical,פתולוגי,27
medical,פתח,27
medical,תמונה,27
medical,אסטרוגן,26
medical,ארוחה,26
medical,הבחין,26
medical,הוראה,26
medical,הזרקה,26
medical,התקן,26
medical,חימום,26
medical,יעילות,26
medical,מונח,26
medical,מיקום,26
medical,ניתוחי,26
medical,סודר,26
medical,פולית,26
medical,צריבה,26
medical,"ק""ג",26
medical,קובל,26
medical,קליטה,26
medical,תלונה,26
medical,אחור,25
medical,איידס,25
medical,אשלגן,25
medical,באמת,25
medical,בולט,25
medical,גמישות,25
medical,החמיר,25
medical,הכרח,25
medical,הציע,25
medical,חניכיים,25
medical,לקחתי,25
medical,מסתם,25
medical,מקבל,25
medical,משטח,25
medical,מתיחות,25
medical,נגע,25
medical,עדין,25
medical,עשו,25
medical,פסיכולוגי,25
medical,צבא,25
medical,רסיטל,25
medical,רשם,25
medical,שילב,25
medical,תור,25
medical,תחת,25
medical,"בד""כ",24
medical,בסיס,24
medical,הודה,24
medical,הימצאות,24
medical,"הנ""ל",24
medical,הקלה,24
medical,התייחס,24
medical,חיפוש,24
medical,טיפה,24
medical,למה,24
medical,מוריד,24
medical,עובד,24
medical,צמיחה,24
medical,אחורי,23
medical,בודק,23
medical,גדל,23
medical,דק,23
medical,הגנה,23
medical,השמנה,23
medical,חדירה,23
medical,חיסוני,23
medical,טראומה,23
medical,כוח,23
medical,מבלי,23
medical,מום,23
medical,מציע,23
medical,משפחתי,23
medical,נוחות,23
medical,סם,23
medical,עדות,23
medical,ערמונית,23
medical,פרוגסטרון,23
medical,ריח,23
medical,שד,23
medical,שוקל,23
