Major_Category,Lemma,Count
mikra,ובין,54
mikra,והוא,54
mikra,ועתה,54
mikra,סביב,54
mikra,אבי,53
mikra,אתך,53
mikra,וגם,53
mikra,לחם,53
mikra,מזבח,53
mikra,עלה,53
mikra,בלעם,52
mikra,בנו,52
mikra,היה,52
mikra,המקום,52
mikra,ויחנו,52
mikra,עשרים,52
mikra,במים,51
mikra,בתוך,51
mikra,הדם,51
mikra,המים,51
mikra,יעשה,51
mikra,הלוים,50
mikra,השדה,50
mikra,וכי,50
mikra,יאכל,50
mikra,ימי,50
mikra,עליה,50
mikra,אברם,49
mikra,לה,49
mikra,למשפחתם,49
mikra,תעשו,49
mikra,השביעי,48
mikra,שלשים,48
mikra,ההר,47
mikra,ויבאו,47
mikra,בהר,46
mikra,בשמן,46
mikra,ואהרן,46
mikra,טהור,46
mikra,למטה,46
mikra,מואב,46
mikra,תאכלו,46
mikra,ביד,45
mikra,האנשים,45
mikra,הדברים,45
mikra,ויהיו,45
mikra,ממצרים,45
mikra,אשת,44
mikra,ועד,44
mikra,יצא,44
mikra,כלי,44
mikra,נתתי,44
mikra,בנים,43
mikra,דברי,43
mikra,הערב,43
mikra,יהיו,43
mikra,אתי,42
mikra,העלה,42
mikra,הצאן,42
mikra,והיו,42
mikra,יהודה,42
mikra,יתן,42
mikra,לבית,42
mikra,מבן,42
mikra,מות,42
mikra,מחוץ,42
mikra,שמע,42
mikra,אחר,41
mikra,אך,41
mikra,בבקר,41
mikra,האשה,41
mikra,ואתה,41
mikra,וילך,41
mikra,וימת,41
mikra,מעשה,41
mikra,סלת,41
mikra,רק,41
mikra,אבתם,40
mikra,אחי,40
mikra,ואיש,40
mikra,ואמרת,40
mikra,ויולד,40
mikra,ומעלה,40
mikra,טמא,40
mikra,מטה,40
mikra,שלח,40
mikra,אותם,39
mikra,באהל,39
mikra,בכור,39
mikra,ואמר,39
mikra,חמשים,39
mikra,בגדיו,38
mikra,בדרך,38
mikra,בלק,38
mikra,הירדן,38
mikra,ואלה,38
mikra,ובכל,38
mikra,ויעשו,38
mikra,טוב,38
mikra,יטמא,38
mikra,כה,38
mikra,משם,38
mikra,שרי,38
mikra,באש,37
mikra,בהם,37
mikra,ונתן,37
mikra,ותלד,37
mikra,ידך,37
mikra,לתת,37
mikra,נח,37
mikra,ראובן,37
mikra,שש,37
mikra,אביך,36
mikra,במקום,36
mikra,בעיני,36
mikra,עץ,36
mikra,קרבנו,36
mikra,ארבעים,35
mikra,בם,35
mikra,הגר,35
mikra,היו,35
mikra,הים,35
mikra,העיר,35
mikra,ואשר,35
mikra,וביום,35
mikra,ויחי,35
mikra,וכפר,35
mikra,כבשים,35
mikra,ככל,35
mikra,לפניך,35
mikra,עזים,35
mikra,שלשה,35
mikra,וישם,34
mikra,ושם,34
mikra,חטאת,34
mikra,חמש,34
mikra,למה,34
mikra,תאכל,34
mikra,אדם,33
mikra,במצרים,33
mikra,הר,33
mikra,וישמע,33
mikra,וראה,33
mikra,יומת,33
mikra,לב,33
mikra,לחטאת,33
mikra,למחנה,33
mikra,מצות,33
mikra,ניחח,33
mikra,שמן,33
mikra,שניהם,33
mikra,שעיר,33
mikra,אלוף,32
mikra,אף,32
mikra,אש,32
mikra,אשתו,32
mikra,אתנו,32
mikra,ברית,32
mikra,בשדה,32
mikra,השני,32
mikra,וישלח,32
mikra,ועשה,32
mikra,יבא,32
mikra,לחדש,32
mikra,מתוך,32
mikra,נחשת,32
mikra,פר,32
mikra,ארצה,31
mikra,בך,31
mikra,האמרי,31
mikra,הבית,31
mikra,החצר,31
mikra,הקרב,31
mikra,והיתה,31
mikra,ולקחת,31
mikra,זרע,31
mikra,לעלה,31
mikra,מנשה,31
mikra,מפני,31
mikra,עליך,31
mikra,קטרת,31
mikra,תתן,31
mikra,אלהינו,30
mikra,אלעזר,30
mikra,ארבע,30
mikra,ארבעה,30
mikra,ביתו,30
mikra,גדול,30
mikra,דם,30
mikra,דרך,30
mikra,האהל,30
mikra,הבהמה,30
mikra,החטאת,30
mikra,המחנה,30
mikra,הענן,30
mikra,ובניו,30
mikra,ומן,30
mikra,חלב,30
mikra,לאשה,30
mikra,סיני,30
mikra,עדת,30
mikra,עמי,30
mikra,עתה,30
mikra,רחל,30
mikra,בלולה,29
mikra,גד,29
mikra,הבקר,29
mikra,הנער,29
mikra,ואני,29
mikra,וטמא,29
mikra,ולקח,29
mikra,ושש,29
mikra,לעם,29
mikra,מבית,29
mikra,עליהם,29
mikra,צבא,29
mikra,ראה,29
mikra,שור,29
mikra,שמות,29
mikra,תכלת,29
mikra,איל,28
mikra,בהמה,28
mikra,האחת,28
mikra,האש,28
mikra,המזבחה,28
mikra,העדת,28
mikra,השלמים,28
mikra,וחמש,28
mikra,זבח,28
mikra,חטא,28
mikra,יד,28
mikra,לאה,28
mikra,לוי,28
mikra,מצוך,28
mikra,עבד,28
mikra,עלי,28
mikra,קול,28
mikra,קרבן,28
mikra,רעהו,28
mikra,שלש,28
mikra,שרה,28
mikra,אנשי,27
mikra,בעור,27
mikra,בשרו,27
mikra,הגוים,27
mikra,הן,27
mikra,הנפש,27
mikra,וחמשים,27
mikra,ויקם,27
mikra,ושלשים,27
mikra,לדרתיכם,27
mikra,מצרימה,27
mikra,נשבע,27
mikra,נשיא,27
mikra,עבדת,27
mikra,עבר,27
mikra,עור,27
mikra,פניו,27
mikra,קדשים,27
mikra,שטים,27
mikra,אילם,26
mikra,אכל,26
mikra,אנחנו,26
mikra,בגדי,26
mikra,דן,26
mikra,החלב,26
mikra,הפר,26
mikra,הראשון,26
mikra,התורה,26
mikra,ויעל,26
mikra,וישבו,26
mikra,ונתתה,26
mikra,ושני,26
mikra,חן,26
mikra,לאברהם,26
mikra,לרשתה,26
mikra,עלת,26
mikra,צאן,26
mikra,קח,26
mikra,ריח,26
mikra,שבעה,26
mikra,שער,26
mikra,שר,26
mikra,אמו,25
mikra,בהן,25
mikra,בריתי,25
mikra,בשקל,25
mikra,וארבע,25
mikra,וישא,25
mikra,יבחר,25
mikra,לאהרן,25
mikra,לוט,25
mikra,ליעקב,25
mikra,לכהן,25
mikra,מהם,25
mikra,מזה,25
mikra,עצי,25
mikra,ראשו,25
mikra,רב,25
mikra,תקח,25
mikra,אנשים,24
mikra,באו,24
mikra,בבית,24
mikra,במספר,24
mikra,בשנה,24
mikra,הכפרת,24
mikra,הערים,24
mikra,זקני,24
mikra,חי,24
mikra,ים,24
mikra,כבד,24
mikra,לדבר,24
mikra,לפרעה,24
mikra,מלאכה,24
mikra,מקום,24
mikra,אחרים,23
mikra,אלפים,23
mikra,הימים,23
mikra,הימנית,23
mikra,השלישי,23
mikra,התבה,23
mikra,וארבעים,23
mikra,ויקחו,23
mikra,ולכל,23
mikra,ועשיתם,23
mikra,חדש,23
mikra,ילדה,23
mikra,כף,23
mikra,לאיש,23
mikra,לילה,23
mikra,מלאך,23
mikra,ממנה,23
mikra,מנחה,23
mikra,עבדיו,23
mikra,ערות,23
mikra,פעמים,23
mikra,שבעים,23
mikra,אדום,22
mikra,אפרים,22
mikra,ארור,22
mikra,באר,22
mikra,בישראל,22
mikra,הנני,22
mikra,הרע,22
mikra,השנית,22
mikra,והקריב,22
mikra,ויהוה,22
mikra,ויצו,22
mikra,ומת,22
mikra,ושמרתם,22
mikra,ישב,22
mikra,ממך,22
mikra,נגע,22
mikra,עיר,22
mikra,עמכם,22
mikra,קרא,22
mikra,רבקה,22
mikra,רע,22
mikra,רעה,22
mikra,שקל,22
mikra,אליכם,21
mikra,אעשה,21
mikra,אתן,21
mikra,בחדש,21
mikra,האיל,21
mikra,היאר,21
mikra,ואין,21
mikra,ובנות,21
mikra,ונתתי,21
mikra,ורחץ,21
mikra,זרעך,21
mikra,ידע,21
mikra,ידעתי,21
mikra,ימות,21
mikra,כליו,21
mikra,לכפר,21
mikra,לקח,21
mikra,משזר,21
mikra,מתחת,21
mikra,צרעת,21
mikra,תמים,21
mikra,תתנו,21
mikra,אביהם,20
mikra,אבימלך,20
mikra,אחיכם,20
mikra,אליה,20
mikra,אמה,20
mikra,בידו,20
mikra,בכם,20
mikra,בנך,20
mikra,בעת,20
mikra,האפד,20
mikra,היריעה,20
mikra,הלילה,20
mikra,המה,20
mikra,העמים,20
mikra,הקהל,20
mikra,וארגמן,20
mikra,ואתם,20
mikra,ויברך,20
mikra,וילכו,20
mikra,ויראו,20
mikra,וירד,20
mikra,ותקרא,20
mikra,חיים,20
mikra,חקת,20
mikra,ידי,20
mikra,יקח,20
mikra,כבש,20
mikra,לאלהים,20
mikra,לבבך,20
mikra,לעיני,20
mikra,מהר,20
mikra,מיד,20
mikra,מלבד,20
mikra,מפניך,20
mikra,מת,20
mikra,עמדי,20
mikra,ערב,20
mikra,עשית,20
mikra,פקד,20
mikra,פקדיהם,20
mikra,קרח,20
mikra,רבים,20
mikra,רוח,20
mikra,שמעון,20
mikra,אביה,19
mikra,בידך,19
mikra,בעיניך,19
mikra,בעל,19
mikra,גבול,19
mikra,הארן,19
mikra,הדרך,19
mikra,הכהנים,19
mikra,המנחה,19
mikra,השמש,19
mikra,ואדניהם,19
mikra,ואחר,19
mikra,והביא,19
mikra,וחצי,19
mikra,ונתת,19
mikra,ותולעת,19
mikra,חמור,19
mikra,כפי,19
mikra,מלאכת,19
mikra,מקרב,19
mikra,משמרת,19
mikra,עבדך,19
mikra,עליכם,19
mikra,עשרנים,19
mikra,שבת,19
mikra,שלשת,19
mikra,תמימם,19
mikra,בי,18
mikra,ביני,18
mikra,בנות,18
mikra,בקדש,18
mikra,בשם,18
mikra,גוים,18
mikra,הגדל,18
mikra,הולידו,18
mikra,החיה,18
mikra,החשן,18
mikra,היתה,18
mikra,הכנעני,18
mikra,והקטיר,18
mikra,ויחר,18
mikra,ויען,18
mikra,ונשיא,18
mikra,ועשרים,18
mikra,ושבע,18
mikra,ושבעים,18
mikra,ותהי,18
mikra,ותהר,18
mikra,ילד,18
mikra,לבלתי,18
mikra,ליצחק,18
mikra,לשמר,18
mikra,מדבר,18
mikra,משפט,18
mikra,נחלה,18
mikra,נפשך,18
mikra,סדם,18
mikra,עבדיך,18
mikra,עין,18
mikra,ראשי,18
mikra,תמיד,18
mikra,אדניו,17
mikra,אולי,17
mikra,איננו,17
mikra,אליהם,17
mikra,אמות,17
mikra,בערב,17
mikra,ברוך,17
mikra,בשעריך,17
mikra,גר,17
mikra,דמו,17
mikra,הזהב,17
mikra,הלא,17
mikra,המדבר,17
mikra,השבת,17
mikra,השלחן,17
mikra,התמיד,17
mikra,ואחרי,17
mikra,ואמה,17
mikra,והם,17
mikra,וטהר,17
mikra,ומאת,17
mikra,חיה,17
mikra,חרב,17
mikra,טבעת,17
mikra,יכבס,17
mikra,יש,17
mikra,לבו,17
mikra,לעבד,17
mikra,לפניכם,17
mikra,לראות,17
mikra,מלא,17
mikra,מלאים,17
mikra,מעט,17
mikra,מעם,17
mikra,מקנה,17
mikra,עבדים,17
mikra,עון,17
mikra,עמד,17
mikra,שמעו,17
mikra,שתים,17
mikra,תורת,17
mikra,אבן,16
mikra,איביך,16
mikra,באחד,16
mikra,באמה,16
mikra,בנימן,16
mikra,בקול,16
mikra,הברית,16
mikra,הבשר,16
mikra,המשחה,16
mikra,העץ,16
mikra,הקטן,16
mikra,הקרש,16
mikra,ודבש,16
mikra,וזה,16
mikra,ויגד,16
mikra,ומאה,16
mikra,ונכרתה,16
mikra,ושחט,16
mikra,ידבר,16
mikra,יהושע,16
mikra,ימצא,16
mikra,יקום,16
mikra,יראה,16
mikra,ישא,16
mikra,להיות,16
mikra,לפניו,16
mikra,לצבאתם,16
mikra,לשאת,16
mikra,מחנה,16
mikra,מקרא,16
mikra,נון,16
mikra,עבדה,16
mikra,פרי,16
mikra,פרים,16
mikra,קין,16
mikra,שכם,16
mikra,שנתו,16
mikra,שפת,16
mikra,תאמר,16
mikra,תנופה,16
mikra,אבתיך,15
mikra,אדנים,15
mikra,אז,15
mikra,אחריך,15
mikra,אמן,15
mikra,ארם,15
mikra,באזני,15
mikra,בעבור,15
mikra,בתוכם,15
mikra,הבשן,15
mikra,החקים,15
mikra,הכסף,15
mikra,הלך,15
mikra,העור,15
mikra,הרעב,15
mikra,השמר,15
mikra,ואכלת,15
mikra,ויבן,15
mikra,ויט,15
mikra,וישתחו,15
mikra,ולבניו,15
mikra,ומאתים,15
mikra,ועשו,15
mikra,זבת,15
mikra,חג,15
mikra,יאמר,15
mikra,ידעת,15
mikra,ישלם,15
mikra,לחת,15
mikra,ללוים,15
mikra,ללכת,15
mikra,למנחה,15
mikra,מאה,15
mikra,מדין,15
mikra,מול,15
mikra,משכן,15
mikra,נדר,15
mikra,נחל,15
mikra,נחלתו,15
mikra,נפתלי,15
mikra,עיניך,15
mikra,פה,15
mikra,פשה,15
mikra,ראו,15
mikra,שה,15
mikra,שנת,15
mikra,תגלה,15
mikra,תרומת,15
mikra,תשמרו,15
mikra,אבנים,14
mikra,אוכל,14
mikra,אחריהם,14
mikra,איביכם,14
mikra,ארך,14
mikra,ארצו,14
mikra,בקרב,14
mikra,בקרבך,14
mikra,הביאו,14
mikra,ההין,14
mikra,המנרה,14
mikra,העברים,14
mikra,הקדשים,14
mikra,הרצח,14
mikra,והיית,14
mikra,ויעלו,14
mikra,וכבס,14
mikra,ונתנו,14
mikra,ושמת,14
mikra,וששים,14
mikra,זר,14
mikra,ידיהם,14
mikra,יושב,14
mikra,יחדו,14
mikra,יחנו,14
mikra,יסעו,14
mikra,יצאו,14
mikra,ישכב,14
mikra,יששכר,14
mikra,למינהו,14
mikra,לפי,14
mikra,לריח,14
mikra,מום,14
mikra,מחר,14
mikra,מלאה,14
mikra,מלפני,14
mikra,מקצה,14
mikra,עבדי,14
mikra,עברים,14
mikra,עלינו,14
mikra,עמה,14
mikra,ערי,14
mikra,עשב,14
mikra,שדה,14
mikra,ששה,14
mikra,תדבר,14
mikra,תראה,14
mikra,תשא,14
mikra,תשמע,14
mikra,אלהיהם,13
mikra,אמרתי,13
mikra,ארון,13
mikra,באדם,13
mikra,בגד,13
mikra,בחרב,13
mikra,בלילה,13
mikra,בנה,13
mikra,בעבר,13
mikra,בעצם,13
mikra,ברך,13
mikra,גאל,13
mikra,גדלה,13
mikra,דברו,13
mikra,האשם,13
mikra,הגלעד,13
mikra,הכלית,13
mikra,המצוה,13
mikra,המצות,13
mikra,העבד,13
mikra,הפסח,13
mikra,השמיני,13
mikra,ואכל,13
mikra,ואכלתם,13
mikra,ואנכי,13
mikra,והזה,13
mikra,וזאת,13
mikra,ויצאו,13
mikra,ולזבח,13
mikra,ולפני,13
mikra,ומנחתם,13
mikra,ומשה,13
mikra,ונסכיהם,13
mikra,ונסלח,13
mikra,ופקדיהם,13
mikra,ותרא,13
mikra,זבולן,13
mikra,חטאתם,13
mikra,חית,13
mikra,חרש,13
mikra,חת,13
mikra,ירד,13
mikra,ישמעאל,13
mikra,כדבר,13
mikra,לאבתיך,13
mikra,לאכל,13
mikra,לבנה,13
mikra,למשה,13
mikra,לצבא,13
mikra,לשבת,13
mikra,מדם,13
mikra,מסך,13
mikra,מצוה,13
mikra,מצותיו,13
mikra,סוף,13
mikra,סיחן,13
mikra,עבדו,13
mikra,עירו,13
mikra,עמנו,13
mikra,עשיתי,13
mikra,פנים,13
mikra,פקודי,13
mikra,קדוש,13
mikra,קדמה,13
mikra,קערת,13
mikra,רעך,13
mikra,שכב,13
mikra,תבוא,13
mikra,תחתיו,13
mikra,אדמתך,12
mikra,אישה,12
mikra,אלהיו,12
mikra,אלינו,12
mikra,אמך,12
mikra,ביהוה,12
mikra,בניך,12
mikra,גרה,12
mikra,האל,12
mikra,הבאר,12
mikra,ההם,12
mikra,החתי,12
mikra,הילד,12
mikra,הכבד,12
mikra,הלוא,12
mikra,המטהר,12
mikra,הנתק,12
mikra,העוף,12
mikra,הפקדים,12
mikra,השמן,12
mikra,ואיל,12
mikra,ואלהי,12
mikra,ואשה,12
mikra,ובא,12
mikra,והקרבתם,12
mikra,ויסף,12
mikra,ויפל,12
mikra,ויקרב,12
mikra,וישתחוו,12
mikra,וצבאו,12
mikra,ושמרו,12
mikra,ושעיר,12
mikra,ושתי,12
mikra,ותקח,12
mikra,חזקה,12
mikra,חלום,12
mikra,חלק,12
mikra,חמץ,12
mikra,חסד,12
mikra,יגאל,12
mikra,ידיו,12
mikra,יין,12
mikra,יקרא,12
mikra,ירחו,12
mikra,יריעת,12
mikra,כמשפט,12
mikra,לאדני,12
mikra,לבדו,12
mikra,לכו,12
mikra,למלחמה,12
mikra,מבני,12
mikra,מזרק,12
mikra,מכם,12
mikra,מלחמה,12
mikra,מצא,12
mikra,מקדש,12
mikra,מקרבך,12
mikra,מראה,12
mikra,מרים,12
mikra,משקלה,12
mikra,נזרו,12
mikra,נחור,12
mikra,נפשתיכם,12
mikra,עפר,12
mikra,ערכך,12
mikra,פסח,12
mikra,קום,12
mikra,קחו,12
mikra,שבט,12
mikra,שדי,12
mikra,שלמים,12
mikra,שמעתי,12
mikra,ששת,12
mikra,תולדתם,12
mikra,תירא,12
mikra,תיראו,12
mikra,תעבד,12
mikra,תקחו,12
