Sub_Category,Lemma,Count
tapuz,שדרה,544
tapuz,עונה,541
tapuz,בו,538
tapuz,לפעמים,535
tapuz,עקר,535
tapuz,המשיך,532
tapuz,חלום,531
tapuz,אף,528
tapuz,טיפוח,524
tapuz,ת,524
tapuz,בגלל,522
tapuz,אופנה,515
tapuz,גרוע,510
tapuz,בר,505
tapuz,מחפש,505
tapuz,ר,499
tapuz,כף,498
tapuz,מלח,494
tapuz,אשר,493
tapuz,אך,492
tapuz,אתר,491
tapuz,נשאר,489
tapuz,ראה,489
tapuz,עדיין,488
tapuz,מקרה,485
tapuz,אמא,483
tapuz,פרט,483
tapuz,סוף,482
tapuz,אפילו,480
tapuz,שיחק,479
tapuz,בצל,475
tapuz,מעט,474
tapuz,ניסה,474
tapuz,הצליח,471
tapuz,אישה,467
tapuz,יכולת,465
tapuz,משפחה,465
tapuz,הוסיף,464
tapuz,קשר,463
tapuz,טיפ,461
tapuz,חימם,458
tapuz,ניהול,457
tapuz,גיל,456
tapuz,הצטרף,455
tapuz,עזרה,453
tapuz,בשביל,445
tapuz,הכנה,444
tapuz,הביא,441
tapuz,שוקולד,441
tapuz,באמת,438
tapuz,הגיד,437
tapuz,מכבי,437
tapuz,ו,434
tapuz,אי,433
tapuz,מערבב,428
tapuz,שוב,428
tapuz,גר,426
tapuz,תשובה,424
tapuz,טעם,422
tapuz,ביצה,421
tapuz,רמה,420
tapuz,לפי,419
tapuz,סדנה,418
tapuz,קבוצה,417
tapuz,חשוב,415
tapuz,פרופסור,415
tapuz,שמח,415
tapuz,אמת,412
tapuz,כפה,412
tapuz,חום,405
tapuz,העביר,404
tapuz,מגיע,402
tapuz,תחרות,402
tapuz,הנהלה,400
tapuz,ככה,399
tapuz,לקחו,398
tapuz,%,394
tapuz,עוף,394
tapuz,יצא,387
tapuz,מקורי,384
tapuz,לגבי,383
tapuz,ערוץ,382
tapuz,ק,382
tapuz,חומר,381
tapuz,סוכר,380
tapuz,הנה,379
tapuz,קישור,378
tapuz,בתוך,377
tapuz,כחול,376
tapuz,השתמש,375
tapuz,חודש,375
tapuz,מומלץ,375
tapuz,מתוק,375
tapuz,פתח,375
tapuz,ח,373
tapuz,מספר,373
tapuz,הצלחה,372
tapuz,לפחות,372
tapuz,גן,371
tapuz,הודיע,371
tapuz,לכן,371
tapuz,שונה,368
tapuz,מילה,367
tapuz,פנים,367
tapuz,בחר,366
tapuz,פחות,364
tapuz,ראשי,364
tapuz,רוב,364
tapuz,כלב,363
tapuz,יופי,362
tapuz,מוצלח,361
tapuz,הכיר,360
tapuz,שני,360
tapuz,די,359
tapuz,ים,359
tapuz,עובד,358
tapuz,חוץ,357
tapuz,פרס,357
tapuz,רגל,357
tapuz,רוטב,357
tapuz,שחור,357
tapuz,חברה,355
tapuz,כתב,355
tapuz,ללא,354
tapuz,\,353
tapuz,ברכה,352
tapuz,המון,352
tapuz,מן,351
tapuz,|,343
tapuz,רכב,343
tapuz,גבר,342
tapuz,חמישה,342
tapuz,מדי,340
tapuz,עלה,338
tapuz,שלב,338
tapuz,אזור,337
tapuz,סיפר,336
tapuz,נעשה,335
tapuz,שיר,335
tapuz,בוקר,333
tapuz,כפית,333
tapuz,ערב,333
tapuz,כסף,331
tapuz,רעיון,326
tapuz,תבנית,326
tapuz,למרות,324
tapuz,מסר,324
tapuz,קרוב,324
tapuz,@,322
tapuz,נוע,321
tapuz,עבור,321
tapuz,טיפול,319
tapuz,קהילה,319
tapuz,רע,318
tapuz,בדיוק,317
tapuz,כדורסל,316
tapuz,עיצב,316
tapuz,ג'ורג',314
tapuz,בישול,313
tapuz,ישראלי,313
tapuz,אמור,312
tapuz,בטוח,311
tapuz,מרגיש,311
tapuz,רואה,311
tapuz,כמעט,310
tapuz,קודם,309
tapuz,תושב,309
tapuz,ד,308
tapuz,מ,306
tapuz,עולה,306
tapuz,לאחר,305
tapuz,גבוה,304
tapuz,חשב,303
tapuz,מרק,302
tapuz,יוזמה,301
tapuz,מדהים,299
tapuz,נותן,299
tapuz,נשמה,299
tapuz,שמע,299
tapuz,מול,296
tapuz,אש,295
tapuz,ירק,295
tapuz,קמח,294
tapuz,הגשים,293
tapuz,חדשה,293
tapuz,צורה,293
tapuz,עובר,292
tapuz,אשמח,291
tapuz,חלה,291
tapuz,כנראה,291
tapuz,אח,289
tapuz,קרא,289
tapuz,תפוח,289
tapuz,יחד,287
tapuz,סבל,287
tapuz,כתובת,286
tapuz,מלא,285
tapuz,אתה,284
tapuz,כמות,284
tapuz,לבן,284
tapuz,נגד,284
tapuz,אפייה,283
tapuz,תקופה,282
tapuz,ניצח,281
tapuz,מחכה,280
tapuz,נהיה,280
tapuz,מקווה,279
tapuz,סתם,279
tapuz,שבת,278
tapuz,עזר,277
tapuz,אבא,276
tapuz,חידון,276
tapuz,ירושלים,275
tapuz,קורס,275
tapuz,אשכול,274
tapuz,ביקש,274
tapuz,דווקא,274
tapuz,הבין,274
tapuz,אינו,273
tapuz,הוזמן,273
tapuz,זקוק,273
tapuz,טלוויזיה,273
tapuz,מערכה,273
tapuz,מת,272
tapuz,סיבה,271
tapuz,החמש,270
tapuz,צהוב,270
tapuz,אגב,267
tapuz,עגבנייה,267
tapuz,עדכון,265
tapuz,גבינה,264
tapuz,בישל,263
tapuz,סוג,263
tapuz,תרומה,263
tapuz,`,258
tapuz,דק,258
tapuz,חיפש,258
tapuz,שווה,256
tapuz,אורז,255
tapuz,ידע,255
tapuz,מוכן,255
tapuz,מיוחד,255
tapuz,הפועל,254
tapuz,שמנת,253
tapuz,הולך,252
tapuz,תרם,252
tapuz,אבקה,249
tapuz,בי,249
tapuz,הניח,249
tapuz,חייב,249
tapuz,גרם,248
tapuz,מקסים,248
tapuz,טרי,246
tapuz,בחינה,245
tapuz,דובר,245
tapuz,סיר,245
tapuz,אמיתי,244
tapuz,מאת,244
tapuz,מעניין,244
tapuz,אינטרנט,243
tapuz,ספורט,243
tapuz,‡,243
tapuz,נאמר,242
tapuz,נפתח,242
tapuz,חסר,240
tapuz,מרכז,238
tapuz,סרט,238
tapuz,בערך,237
tapuz,צריכה,237
tapuz,הפסיק,236
tapuz,קצר,236
tapuz,איפה,235
tapuz,טעים,235
tapuz,ילדה,235
tapuz,קצוץ,235
tapuz,כלום,234
tapuz,קרה,234
tapuz,ברור,233
tapuz,הכניס,233
tapuz,אוהד,232
tapuz,בשר,232
tapuz,עמית,232
tapuz,בצק,231
tapuz,טבע,231
tapuz,הוציא,230
tapuz,מספיק,230
tapuz,עמוד,229
tapuz,אדום,228
tapuz,אור,228
tapuz,חזר,228
tapuz,מיכל,228
tapuz,ס,228
tapuz,קרן,228
tapuz,התמודד,227
tapuz,כאשר,227
tapuz,יוכל,226
tapuz,צעיר,226
tapuz,החליט,225
tapuz,לבד,225
tapuz,צבע,225
tapuz,כבוד,224
tapuz,מתאים,224
tapuz,שאר,224
tapuz,],223
tapuz,הייתי,223
tapuz,העלה,223
tapuz,אושר,222
tapuz,במיוחד,221
tapuz,האמין,221
tapuz,מדינה,219
tapuz,נקודה,219
tapuz,יוצר,218
tapuz,כבד,218
tapuz,תנור,218
tapuz,במקום,217
tapuz,כדור,217
tapuz,ליגה,217
tapuz,מזל,217
tapuz,תוכנית,213
tapuz,ג,212
tapuz,ע,212
tapuz,ליל,211
tapuz,מיץ,211
tapuz,צורך,211
tapuz,פעילות,210
tapuz,סיפור,209
tapuz,תוצאה,209
tapuz,החליף,208
tapuz,עברי,208
tapuz,עדיף,207
tapuz,פינה,207
tapuz,מבשל,206
tapuz,מפגש,206
tapuz,נחמד,206
tapuz,סלט,206
tapuz,שינה,205
tapuz,ישב,204
tapuz,מתוך,204
tapuz,אפשרות,203
tapuz,לילה,202
tapuz,ובראן,201
tapuz,עצב,201
tapuz,אופניים,200
tapuz,אחוז,200
tapuz,ארבעה,200
tapuz,זית,200
tapuz,מחיר,199
tapuz,אלבום,198
tapuz,גולה,198
tapuz,כביש,198
tapuz,כיתה,197
tapuz,פנייה,197
tapuz,קורא,197
tapuz,שלח,197
tapuz,כדאי,196
tapuz,ביקורת,195
tapuz,כוסה,195
tapuz,לחלוטין,195
tapuz,מנה,195
tapuz,בני,194
tapuz,ממתין,193
tapuz,נו,193
tapuz,דג,192
tapuz,לאומי,192
tapuz,משל,192
tapuz,קורה,192
tapuz,רשימה,192
tapuz,לימון,191
tapuz,חיפה,190
tapuz,מחשב,190
tapuz,מנסה,190
tapuz,הלך,189
tapuz,חבל,189
tapuz,מראש,189
tapuz,שטח,189
tapuz,מתי,188
tapuz,נהנה,188
tapuz,נלווה,188
tapuz,חולה,187
tapuz,חוק,187
tapuz,כרטיס,187
tapuz,כתבה,187
tapuz,מתאמץ,187
tapuz,גילה,186
tapuz,המליץ,186
tapuz,יהודי,186
tapuz,כוח,186
tapuz,מעוניין,186
tapuz,רשת,186
tapuz,התכוון,185
tapuz,חמותי,185
tapuz,נוער,185
tapuz,הגיש,184
tapuz,חזק,184
tapuz,רוכב,184
tapuz,דבש,183
tapuz,חיה,182
tapuz,כותב,182
tapuz,כלי,182
tapuz,חלב,181
tapuz,מקור,181
tapuz,השקיע,180
tapuz,נפלא,180
tapuz,אווירה,179
tapuz,דיאטה,179
tapuz,המשך,179
tapuz,חמה,179
tapuz,קו,179
tapuz,רוח,179
tapuz,להתעדכן,178
tapuz,לימד,178
tapuz,אביב,177
tapuz,אופנוע,177
tapuz,אישי,177
tapuz,היריון,177
tapuz,זוכר,177
tapuz,טווח,177
tapuz,הופיע,176
tapuz,סוד,176
tapuz,מחר,175
tapuz,ניסיון,175
tapuz,אלון,174
tapuz,אליפות,174
tapuz,אתמול,174
tapuz,מוזיקה,174
tapuz,מחשבה,174
tapuz,עובדה,174
tapuz,ריהאנה,174
tapuz,היטב,173
tapuz,טעימה,173
tapuz,שישה,173
tapuz,תגובה,173
tapuz,תווך,173
tapuz,תערובת,173
tapuz,בטח,172
tapuz,הרגיש,172
tapuz,השיב,172
tapuz,מתקבל,172
tapuz,פנינה,172
tapuz,תחנה,172
tapuz,ירוק,171
tapuz,כיוון,171
tapuz,כיף,170
tapuz,פקה,170
tapuz,פתרון,170
tapuz,שקל,170
tapuz,דף,169
tapuz,חמות,169
tapuz,נ,169
tapuz,נייר,169
tapuz,זכות,168
tapuz,טל,168
tapuz,ידוע,168
tapuz,מטרה,168
tapuz,בינוני,167
tapuz,קליעה,167
tapuz,השתתף,166
tapuz,מחנה,166
tapuz,מעבר,166
tapuz,[,165
tapuz,אלוהים,165
tapuz,בהחלט,165
tapuz,דליה,165
tapuz,כולל,165
tapuz,פרי,165
tapuz,שמצא,165
tapuz,תל,165
tapuz,חילוני,164
tapuz,יחס,164
tapuz,לקח,164
tapuz,פוליטי,164
tapuz,שמחה,164
tapuz,אדמה,163
tapuz,אוויר,163
tapuz,כשר,163
tapuz,לחם,163
tapuz,מתקשר,163
tapuz,קערה,163
tapuz,בבקשה,162
tapuz,הדליק,162
tapuz,חינך,162
tapuz,חם,162
tapuz,נשמע,162
tapuz,תחום,162
tapuz,אימן,161
tapuz,מהלך,161
tapuz,נמוך,161
tapuz,נעים,161
tapuz,היכרות,160
tapuz,מומחית,160
tapuz,נהדר,160
tapuz,גרין,159
tapuz,יחיד,159
tapuz,ציוד,159
tapuz,אמצע,158
tapuz,זוגי,158
tapuz,נורא,158
tapuz,שירות,158
tapuz,זיכה,157
tapuz,יבש,157
tapuz,נהג,157
tapuz,קול,157
tapuz,שיער,157
tapuz,גזר,156
tapuz,הגנה,156
tapuz,חוזר,156
tapuz,ם,156
tapuz,מעלה,156
tapuz,ראוי,156
tapuz,חנוכה,155
tapuz,ספק,155
tapuz,צעקה,155
tapuz,צער,155
tapuz,שינוי,155
tapuz,אנגלייה,154
tapuz,ז,154
tapuz,חלות,154
tapuz,מיני,154
tapuz,מלך,154
tapuz,מפני,154
tapuz,נסיעה,154
tapuz,רגב,154
tapuz,בוגר,153
tapuz,חתימה,153
tapuz,ספארי,153
tapuz,ציפורן,153
tapuz,חתוך,152
tapuz,למד,152
tapuz,קולע,152
tapuz,הודה,151
tapuz,הקליקו,151
tapuz,יאללה,151
tapuz,לוקח,151
tapuz,מוצא,151
tapuz,משנה,151
tapuz,גורם,150
tapuz,נתון,150
tapuz,חינוך,149
tapuz,קיים,149
tapuz,יקרה,148
tapuz,כדורגל,148
tapuz,קופסה,148
tapuz,אכן,147
tapuz,אתן,147
tapuz,הכנסו,147
tapuz,שיעור,147
tapuz,שמאל,147
tapuz,מוות,146
tapuz,מורה,146
tapuz,מסוים,146
tapuz,נקרא,146
tapuz,סיכוי,146
tapuz,קיץ,146
tapuz,הוכיח,145
tapuz,חתול,145
tapuz,אה,144
tapuz,חנות,144
tapuz,מריבה,144
tapuz,רגיל,144
tapuz,אופה,143
tapuz,הוקדש,143
tapuz,חדר,143
tapuz,טופס,143
tapuz,סופי,143
tapuz,תקשורת,143
tapuz,אירוע,142
tapuz,המלצה,142
tapuz,מעולה,142
tapuz,פרוסה,142
tapuz,אב,141
tapuz,הפסיד,141
tapuz,טעות,141
tapuz,נחש,141
tapuz,פחד,141
tapuz,הוביל,140
tapuz,היינו,140
tapuz,הסתכל,140
tapuz,מודל,140
tapuz,מתארח,139
tapuz,ענה,139
tapuz,שנייה,139
tapuz,גלגל,138
tapuz,חיות,138
tapuz,טיול,138
tapuz,מכין,138
tapuz,קשור,138
tapuz,טופ,137
tapuz,כוכב,137
tapuz,לימוד,137
tapuz,שומר,137
tapuz,שופט,137
tapuz,אלף,136
tapuz,ביקר,136
tapuz,גובר,136
tapuz,כאילו,136
tapuz,מוטיבציה,136
tapuz,מסמל,136
tapuz,סנדרה,136
tapuz,ערבי,136
tapuz,צוין,136
tapuz,שואל,136
tapuz,שזכה,136
tapuz,$,135
tapuz,אירופה,135
tapuz,גוף,135
tapuz,הלחמים,135
tapuz,חמאה,135
tapuz,מדויק,135
tapuz,ממני,135
tapuz,משפחתיות,135
tapuz,סביבה,135
tapuz,פוטבול,135
tapuz,אלביס,134
tapuz,ארוחה,134
tapuz,הווטרינר,134
tapuz,יחסי,134
tapuz,מגשרת,134
tapuz,מוסמכת,134
tapuz,מזורז,134
tapuz,מפלס,134
tapuz,נחלץ,134
tapuz,עמותה,134
tapuz,פטרייה,134
tapuz,פרסלי,134
tapuz,קטע,134
tapuz,רצון,134
tapuz,מהיר,133
tapuz,תרבות,133
tapuz,דומה,132
tapuz,הונח,132
tapuz,מאמץ,132
tapuz,מצא,132
tapuz,ח',131
tapuz,ככל,131
tapuz,מהירות,131
tapuz,שלם,131
tapuz,גודל,130
tapuz,הסביר,130
tapuz,הפך,130
tapuz,השיג,130
tapuz,לגמרי,130
tapuz,מביא,130
tapuz,ניצחון,130
tapuz,עץ,130
tapuz,פרסומת,130
tapuz,אבזור,129
tapuz,דם,129
tapuz,הסרה,129
tapuz,חני,129
tapuz,טלפון,129
tapuz,מבין,129
tapuz,מיום,129
tapuz,תחבורה,129
tapuz,בלבד,128
tapuz,גולש,128
tapuz,זור,128
tapuz,לומד,128
tapuz,קיר,128
tapuz,דוגמה,127
tapuz,התנדב,127
tapuz,כושר,127
tapuz,מועמדות,127
tapuz,מנוע,127
tapuz,סלים,127
tapuz,עומד,127
tapuz,עיר,127
tapuz,שמאלני,127
tapuz,לזה,126
tapuz,מאמר,126
tapuz,שונא,126
tapuz,שופינג,126
tapuz,שרשור,126
tapuz,באשכול,125
tapuz,דרור,125
tapuz,ותק,125
tapuz,מלחמה,125
tapuz,מניח,125
tapuz,סטיילינג,125
tapuz,שקית,125
tapuz,תלוי,125
tapuz,ביולוגיה,124
tapuz,במשך,124
tapuz,הבדל,124
tapuz,לקראת,124
tapuz,מכירה,124
tapuz,נגמר,124
tapuz,עת,124
tapuz,בזה,123
tapuz,בסדר,123
tapuz,חותך,123
tapuz,בדיקה,122
tapuz,חיפוש,122
tapuz,טיפה,122
tapuz,מידע,122
tapuz,אומנם,121
tapuz,בול,121
tapuz,דו,121
tapuz,השאיר,121
tapuz,יוסי,121
tapuz,שומן,121
tapuz,כוונה,120
tapuz,נוזל,120
tapuz,קהל,120
tapuz,קרואטיה,120
tapuz,מכתב,119
tapuz,משפט,119
tapuz,מתנה,119
tapuz,סביר,119
tapuz,שקט,119
tapuz,הזדמנות,118
tapuz,לעולם,118
tapuz,מיליון,118
tapuz,מנת,118
tapuz,אפשרי,117
tapuz,בייסבול,117
tapuz,בסיס,117
tapuz,כפי,117
tapuz,כתוב,117
tapuz,מועדון,117
tapuz,מיקי,117
tapuz,צודק,117
tapuz,תבלין,117
tapuz,תחילה,117
tapuz,התחלה,116
tapuz,כלה,116
tapuz,סקר,116
tapuz,אומנות,115
tapuz,אחלה,115
tapuz,הבנה,115
tapuz,הופעה,115
tapuz,הר,115
tapuz,חווה,115
tapuz,מין,115
tapuz,עתיד,115
tapuz,פרסם,115
tapuz,התנדבות,114
tapuz,חיכה,114
tapuz,יתר,114
tapuz,נפגע,114
tapuz,עלייה,114
tapuz,שילב,114
tapuz,יישוב,113
tapuz,מידה,113
tapuz,מיהר,113
tapuz,פתוח,113
tapuz,ייצר,112
tapuz,עיתון,112
tapuz,עמדה,112
tapuz,רשום,112
tapuz,שש,112
tapuz,ארגנטינה,111
tapuz,הבטיח,111
tapuz,הרי,111
tapuz,זכר,111
tapuz,חד,111
tapuz,מזכיר,111
tapuz,מסוגל,111
tapuz,מתחת,111
tapuz,עשרה,111
tapuz,פסטה,111
tapuz,קיום,111
tapuz,רכבת,111
tapuz,רשות,111
tapuz,בחירה,110
tapuz,ביטוי,110
tapuz,הדריך,110
tapuz,הערה,110
tapuz,זוג,110
tapuz,זיו,110
tapuz,טיפל,110
tapuz,מקרר,110
tapuz,נוסע,110
tapuz,נפש,110
tapuz,פרה,110
tapuz,צ,110
tapuz,רציתי,110
tapuz,^,109
tapuz,ביניים,109
tapuz,חזרה,109
tapuz,חח,108
tapuz,מסלול,108
tapuz,שמיים,108
tapuz,תאונה,108
tapuz,אות,107
tapuz,הולדת,107
tapuz,יניב,107
tapuz,פ,107
tapuz,פעולה,107
tapuz,ריצה,107
tapuz,זכה,106
tapuz,מזון,106
tapuz,מכסה,106
tapuz,מרחק,106
tapuz,נולד,106
tapuz,ניתן,106
tapuz,סביב,106
tapuz,סרטון,106
tapuz,צדק,106
tapuz,ציפה,106
tapuz,שער,106
tapuz,תחביב,106
tapuz,תנועה,106
tapuz,אנא,105
tapuz,ביצע,105
tapuz,בעזרת,105
tapuz,למעלה,105
tapuz,סדרה,105
tapuz,קדם,105
tapuz,שפה,105
tapuz,איכות,104
tapuz,בינתיים,104
tapuz,ברוך,104
tapuz,הוראה,104
tapuz,הזכיר,104
tapuz,מעדיף,104
tapuz,רחוב,104
tapuz,ורו,103
tapuz,טרום,103
